,GSM5429653_T1,GSM5429654_T2,GSM5429655_T3,GSM5429656_T-7P,GSM5429657_T-7V,GSM5429658_T-14P,GSM5429659_T-14V,GSM5429660_T-30P,GSM5429661_T-30V
Igdcc3,3,0,1,0,1,0,0,0,0
Parp16,196,21,4,4,9,6,2,7,2
Cilp,9371,1033,294,60,495,662,556,171,217
Clpx,716,70,20,8,35,17,19,10,18
Pdcd7,255,53,13,9,35,14,14,9,11
Ubap1l,0,1,2,0,0,0,0,0,0
Kbtbd13,2,0,0,0,0,0,0,0,0
Rasl12,28,5,1,1,2,2,2,2,1
Mtfmt,220,18,8,3,16,9,7,3,8
Gm47270,1,0,0,0,1,0,0,0,0
Spg21,1256,212,82,15,112,27,49,29,27
Ankdd1a,0,0,0,0,1,0,0,0,0
Plekho2,936,160,71,2,78,21,33,9,22
Pif1,12,1,0,0,2,6,0,0,0
Rbpms2,27,4,2,2,7,4,1,1,2
Oaz2,1306,195,49,21,105,30,38,31,31
Zfp609,244,38,6,6,42,9,22,12,18
Trip4,580,66,18,10,30,17,17,11,13
Pclaf,278,36,56,20,21,8,19,4,5
Csnk1g1,740,59,29,9,44,13,18,9,20
Ppib,19827,2739,763,319,1800,637,594,416,504
Snx22,6,1,1,0,0,0,0,0,1
Snx1,1005,171,50,5,89,36,39,22,23
Fam96a,956,150,56,25,77,32,24,17,19
Dapk2,6,1,2,0,0,0,2,0,0
Herc1,1274,174,51,16,82,31,34,17,26
Gm28379,0,0,0,0,0,0,0,0,0
Fbxl22,61,19,4,7,14,7,5,2,2
Usp3,662,67,20,11,40,8,30,10,13
Car12,20,0,0,0,3,1,0,1,0
Aph1b,255,26,13,6,27,3,8,3,4
Gm10647,6,1,1,0,0,0,1,0,0
BC050972,1,0,0,0,1,0,1,0,0
Aph1c,28,9,3,0,7,2,5,4,1
Rab8b,528,123,51,13,92,20,31,24,28
Rps27l,7383,1514,476,140,713,222,205,153,205
Lactb,244,31,20,9,23,9,12,4,8
Tpm1,3243,398,133,117,357,175,86,212,132
Tln2,526,59,7,15,33,24,20,10,13
C2cd4b,2,0,0,0,0,0,0,0,0
C2cd4a,40,5,0,0,4,1,1,0,1
Vps13c,640,57,20,8,29,11,18,13,23
Rora,4195,553,129,28,260,67,145,57,91
Gm15511,0,0,0,0,0,0,0,0,0
Ice2,159,19,7,1,13,5,4,3,4
Anxa2,20697,2409,671,257,1355,406,434,288,397
Gm28731,7,2,0,0,2,1,0,0,0
Bnip2,2150,254,76,28,122,66,48,31,54
Gtf2a2,1676,217,74,30,133,39,58,40,52
Fam81a,8,0,2,1,2,0,1,0,0
Myo1e,278,21,15,3,38,19,10,19,14
Ccnb2,204,52,36,13,32,33,12,1,2
Rnf111,564,93,30,9,51,24,12,18,21
Sltm,1641,213,77,32,145,61,50,54,47
Mindy2,1404,186,54,13,77,45,41,22,23
Gm10642,23,1,0,0,1,0,0,0,2
Adam10,1224,140,50,14,64,27,34,12,24
Lipc,3,0,0,0,0,0,0,0,0
Aqp9,7,0,0,0,0,0,0,0,0
Gm32511,0,0,0,0,0,0,0,0,0
Aldh1a2,123,0,0,0,0,0,0,0,0
Polr2m,1967,208,61,22,109,62,47,40,36
Myzap,31,6,1,2,2,1,1,3,0
Cgnl1,641,67,15,4,29,30,19,6,25
Tcf12,2464,248,101,27,136,64,67,20,49
Gm27253,1,0,0,0,0,0,0,0,1
Zfp280d,807,60,26,8,36,21,22,12,7
BC065403,12,2,0,0,3,4,1,0,0
Mns1,41,6,2,2,9,9,4,2,0
Tex9,141,12,6,4,3,8,5,1,6
4930509E16Rik,1,0,1,0,0,0,0,0,0
Rfx7,461,58,18,13,44,24,20,20,12
Nedd4,13610,1461,388,141,804,346,367,253,236
Prtg,29,10,0,3,3,8,1,11,3
Pygo1,314,26,6,6,15,7,7,9,5
Dyx1c1,19,3,1,0,1,0,0,0,0
Ccpg1os,95,17,3,3,2,3,6,1,4
Ccpg1,686,83,24,2,38,18,19,13,18
Pigb,139,15,5,2,11,6,3,2,2
Rab27a,42,7,2,2,4,5,1,2,2
Khdc3,2,0,0,0,1,0,0,1,0
Rsl24d1,819,129,44,11,64,28,28,22,24
Unc13c,3,0,0,0,2,1,0,0,0
Fam214a,472,72,12,14,42,8,20,13,20
Arpp19,3441,525,168,72,329,94,106,69,83
Myo5a,876,103,25,14,37,23,19,14,17
Myo5c,0,0,0,0,2,0,0,0,1
Gnb5,754,60,16,7,37,13,21,9,16
Gm19531,56,12,1,0,3,1,2,2,1
Bcl2l10,2,0,0,0,0,0,0,0,0
Mapk6,1680,414,123,16,153,50,92,22,32
4933433G15Rik,26,6,1,0,6,0,2,0,0
Leo1,572,54,30,8,46,18,17,12,11
Tmod3,2160,264,94,31,144,44,59,48,40
Tmod2,902,65,26,6,41,27,27,13,14
Lysmd2,1362,110,44,10,101,30,28,25,34
Scg3,444,10,4,0,12,5,6,2,2
Bmp5,109,16,2,0,10,4,10,3,2
Hmgcll1,19,4,1,1,1,2,1,1,3
Hcrtr2,6,0,0,1,1,0,0,0,2
Fam83b,0,0,0,0,0,0,0,0,0
Tinag,11,1,0,0,0,0,1,0,0
Mlip,64,5,1,1,0,12,1,3,1
Lrrc1,96,13,6,2,15,8,2,1,2
Klhl31,1,1,0,0,0,0,0,0,0
Gclc,616,350,81,22,112,47,33,15,13
Elovl5,757,101,37,11,67,22,28,9,21
Gm34829,1,0,0,0,0,0,0,0,0
Gm39375,0,0,0,0,0,0,0,0,0
Gcm1,2,1,0,0,0,1,0,0,0
Fbxo9,581,49,20,8,42,12,14,9,9
Ick,790,77,17,1,50,15,24,9,16
C920006O11Rik,60,2,0,1,1,1,2,2,1
Gsta4,24,4,3,2,7,8,8,2,6
Gsta1,3,1,0,0,0,0,0,0,0
Gm3776,2,0,0,0,0,0,0,0,1
Gm10639,0,0,0,0,1,0,0,3,5
Gsta2,2,0,0,0,0,0,1,1,1
Dppa5a,1,1,0,0,1,1,0,0,0
Ooep,14,2,0,0,0,1,0,1,4
4930542C12Rik,2,0,0,0,0,0,0,0,1
Ddx43,1,0,1,0,0,0,1,0,0
Mb21d1,91,31,8,2,19,5,10,0,5
Gm17324,17,2,0,1,0,0,1,0,0
Mto1,194,29,9,1,14,2,10,5,7
Eef1a1,120155,18115,5019,1468,7909,2742,3247,2121,2293
Slc17a5,632,68,22,5,18,12,13,10,5
Cd109,727,80,24,22,54,14,14,12,17
Col12a1,2936,219,116,78,291,195,63,58,53
Cox7a2,6307,1060,316,139,644,210,203,153,179
Tmem30a,3058,426,156,32,149,63,76,43,59
4930429F24Rik,2,0,0,0,1,0,1,0,0
Filip1,92,8,1,0,4,3,0,2,2
Senp6,1902,305,92,47,207,74,103,49,67
Gm17477,13,1,2,0,3,1,2,1,1
Myo6,975,107,47,8,48,28,26,24,32
Gm27224,0,0,1,0,0,1,0,0,0
Htr1b,38,2,0,1,3,0,0,0,0
D430036J16Rik,2,0,0,0,0,0,0,0,0
Mei4,5,0,0,0,0,1,0,0,0
Irak1bp1,517,63,20,9,34,14,16,5,7
Phip,2282,260,84,42,167,60,105,36,45
Gm38398,5,3,0,0,1,0,0,0,1
Hmgn3,1625,219,83,36,189,75,63,48,52
Gm46123,6,0,0,0,0,0,0,0,0
Lca5,139,7,2,2,11,4,6,4,4
Sh3bgrl2,13,1,0,0,1,0,1,0,1
Elovl4,29,4,1,5,1,1,4,1,0
Ttk,27,3,0,0,3,2,1,0,0
Gm36278,2,0,0,0,0,0,0,0,0
Bckdhb,389,26,9,0,23,15,3,9,5
Fam46a,5712,760,208,31,336,160,114,107,205
Gm48832,8,3,0,0,0,0,0,0,0
Ibtk,950,100,34,6,63,15,16,8,13
Tpbg,1731,228,56,34,145,53,50,51,53
Ube2cbp,57,4,1,1,4,2,0,0,3
Dopey1,657,41,10,2,40,10,20,6,7
Pgm3,899,119,43,7,48,13,23,15,23
Rwdd2a,57,18,3,0,5,1,0,1,4
Me1,266,44,12,7,43,10,10,9,16
A330041J22Rik,4,0,0,1,1,0,0,0,1
Prss35,230,0,0,24,39,38,3,0,0
Snap91,10,0,0,4,0,7,11,2,2
Cyb5r4,577,67,25,9,28,14,11,9,4
Cep162,288,24,5,5,21,9,10,6,9
Tbx18,485,32,16,3,34,10,17,15,10
Nt5e,1184,76,33,4,31,22,21,4,7
Snx14,661,75,32,8,32,14,19,8,12
Syncrip,2827,399,125,57,203,64,101,55,64
Zfp949,156,5,0,0,9,5,2,3,3
Trim43a,1,0,0,0,1,1,0,0,0
9430037G07Rik,18,3,2,0,6,0,0,0,0
Mthfsl,256,69,13,8,40,18,15,14,8
Gm10634,0,0,0,0,1,0,0,1,0
Bcl2a1d,0,0,1,0,0,0,0,1,0
Gm29562,9,6,5,3,6,3,2,10,3
Bcl2a1a,1,1,0,0,1,0,1,0,0
Trim43b,0,0,0,0,0,0,0,0,0
4930579C12Rik,0,0,0,0,0,0,0,0,0
Bcl2a1b,1,3,1,2,1,6,1,1,2
Gm29094,0,0,0,0,0,0,0,0,0
Mthfs,175,49,11,4,18,11,11,3,7
AF529169,13,1,0,0,0,0,0,0,0
Tmed3,9047,1072,291,90,606,187,217,143,150
Rasgrf1,1,2,0,0,2,0,0,0,0
Ctsh,12043,976,274,91,705,176,204,103,121
Morf4l1,8852,1383,405,175,802,280,361,188,239
Gm26882,5,6,4,1,4,1,3,3,2
Adamts7,174,17,4,1,7,13,6,3,3
Tbc1d2b,1260,164,41,17,89,28,31,21,16
Zic1,18,159,66,19,99,38,25,15,23
Zic4,4,17,12,2,13,5,8,9,5
Plscr1,103,47,11,24,68,20,20,23,16
Plscr2,14,27,10,1,10,6,2,2,3
Plscr4,412,54,8,18,66,41,37,28,15
Plod2,517,78,32,38,174,60,37,50,26
4933400C23Rik,6,0,0,0,1,0,1,0,0
1190002N15Rik,254,72,23,9,77,25,25,14,20
Gm29395,0,0,0,0,0,0,0,0,0
Slc9a9,232,32,5,2,18,3,13,2,1
Chst2,219,32,4,12,29,2,11,5,1
U2surp,1735,149,47,26,101,47,49,29,34
Gm28424,4,1,0,0,0,0,0,0,0
Paqr9,16,1,1,1,2,0,1,0,0
Gm16126,1,0,1,0,0,0,0,0,0
Pcolce2,16149,1887,648,46,559,108,243,79,134
Trpc1,277,37,14,5,23,11,18,15,14
1700065D16Rik,2,0,0,0,1,0,0,0,0
Atr,393,27,12,3,17,6,4,11,10
Gm16794,21,1,2,0,0,0,1,0,0
Xrn1,1093,70,28,10,75,22,29,25,25
Gk5,484,132,36,5,59,24,46,15,13
Tfdp2,408,33,5,0,25,18,11,14,4
Atp1b3,2861,410,162,30,190,88,98,47,54
BC043934,40,2,0,1,0,0,1,0,0
Rnf7,2135,318,114,49,204,69,98,54,76
Gm28729,0,0,0,0,0,0,0,2,0
Rasa2,575,91,13,12,64,11,25,19,18
Zbtb38,910,140,44,20,73,45,37,24,21
Pxylp1,346,35,12,6,15,14,10,4,10
Spsb4,19,4,0,2,5,2,3,0,1
Gm19325,16,21,3,1,8,4,8,0,2
Gm26767,1,1,0,1,3,1,0,1,1
Slc25a36,868,85,36,21,83,30,27,23,16
Gm16185,1,1,0,0,0,0,0,1,0
Clstn2,24,0,0,2,11,2,5,12,2
Nmnat3,224,12,4,1,5,3,7,2,3
Rbp1,1588,130,30,30,233,109,96,40,34
Rbp2,2,0,0,0,1,0,0,0,0
Copb2,4219,465,101,32,206,75,73,51,63
Mrps22,280,39,14,7,17,7,6,8,5
Gm37637,2,2,0,0,0,0,0,0,1
Faim,411,56,24,9,24,15,10,8,12
Gm1123,1,0,1,1,0,0,0,1,0
Pik3cb,50,7,3,1,7,1,0,2,2
Cep70,69,7,5,0,7,8,2,2,1
Esyt3,0,0,0,1,1,1,0,0,0
Mras,155,19,6,11,36,14,10,10,11
Armc8,593,47,13,7,26,14,16,4,10
Dbr1,251,29,11,2,12,3,9,4,4
Dzip1l,127,14,3,1,11,2,2,2,6
Il20rb,95,11,4,2,7,0,1,0,1
Nck1,955,101,40,16,84,20,37,28,17
Slc35g2,123,22,3,1,4,2,7,5,4
Stag1,1088,202,51,22,111,42,65,29,48
Pccb,665,37,18,4,35,8,19,3,11
Msl2,704,126,41,15,50,22,34,14,18
Ppp2r3a,478,48,22,13,39,13,30,8,12
Ephb1,2,0,0,2,4,0,1,5,0
Ky,0,0,0,0,0,0,0,0,0
Cep63,266,25,9,2,14,8,11,4,8
Anapc13,1908,439,127,51,186,57,94,39,67
Amotl2,2028,197,70,10,137,49,71,43,47
Ryk,4480,438,123,47,235,86,97,59,64
Slco2a1,880,262,53,2,58,12,20,12,14
Rab6b,324,53,10,3,25,16,13,4,5
Srprb,797,113,40,8,60,20,23,18,24
Trf,291,142,14,5,106,92,28,81,21
1300017J02Rik,3,1,1,0,1,0,0,0,0
Topbp1,528,46,27,14,43,14,11,10,12
Cdv3,1907,433,127,58,230,68,85,56,65
5830418P13Rik,0,0,0,0,0,0,0,0,0
Bfsp2,0,0,0,0,0,0,0,0,0
Tmem108,16,0,0,1,5,2,1,2,1
Nphp3,242,12,1,0,10,2,2,3,3
Uba5,1267,169,44,31,91,38,33,27,31
Acad11,254,23,15,3,6,5,3,2,2
Ackr4,451,24,23,3,3,13,9,3,4
Dnajc13,841,96,33,6,63,22,31,15,20
Acpp,3,0,0,0,0,0,2,0,0
Cpne4,12,2,0,0,0,0,0,0,0
Mrpl3,822,90,28,6,59,18,25,16,15
Nudt16,135,17,3,0,9,1,2,3,1
Aste1,96,37,9,5,14,1,4,6,14
Atp2c1,832,81,36,15,65,32,33,33,21
Gm19667,1,0,0,0,0,0,0,0,0
Pik3r4,510,42,9,2,27,3,10,9,10
Col6a6,176,15,0,0,40,15,43,1,5
Col6a5,29,6,0,2,7,9,7,0,1
Col6a4,4,0,0,0,0,2,0,0,1
D030055H07Rik,0,0,0,0,0,0,0,0,0
Glyctk,23,1,0,0,0,1,1,0,0
Wdr82,684,103,50,20,72,35,32,20,25
Ppm1m,544,69,20,10,57,16,26,15,18
Twf2,325,49,22,8,26,8,14,8,9
Tlr9,0,0,0,0,1,0,0,0,0
Alas1,433,102,24,13,73,21,50,10,12
4930500F10Rik,2,1,1,0,2,0,0,0,0
Poc1a,58,3,4,0,6,3,2,1,1
Gm29123,0,0,0,0,1,0,0,0,0
Dusp7,573,135,50,12,62,21,41,15,14
Rpl29,21077,3869,1156,309,1733,627,668,418,476
Acy1,123,13,7,1,7,1,1,3,3
Abhd14a,986,131,33,19,88,34,38,21,29
Abhd14b,529,73,16,4,36,14,21,11,15
Gm28959,2,0,0,0,1,0,0,0,0
Pcbp4,848,105,30,17,81,34,38,21,25
Gpr62,4,0,0,0,0,1,0,1,0
Parp3,1214,201,43,7,107,35,41,24,29
Rrp9,328,82,21,9,30,15,13,10,13
Tex264,1951,216,60,16,152,54,59,23,32
Rad54l2,328,31,16,1,18,10,14,3,11
Dcaf1,344,64,12,6,44,16,22,13,20
Manf,5707,1153,459,121,601,201,173,138,124
Rbm15b,521,80,20,10,41,16,21,8,4
4930524O07Rik,6,2,0,0,0,0,0,0,2
Dock3,0,1,0,0,0,0,0,0,0
1700039M15Rik,0,0,0,0,0,0,0,0,0
Mapkapk3,72,35,21,1,15,5,2,9,2
Cish,126,105,25,8,56,17,39,7,8
Gm17041,0,1,0,0,0,0,0,0,0
Hemk1,88,4,5,0,4,4,2,2,2
6430571L13Rik,6,0,0,0,0,1,1,0,0
Cacna2d2,19,3,1,3,6,2,4,1,1
Tmem115,613,49,19,8,22,18,18,10,6
Cyb561d2,391,63,25,10,40,12,20,15,9
Nprl2,162,19,5,5,16,3,4,2,8
Zmynd10,3,3,0,3,1,0,2,0,1
Gm34106,0,0,0,0,1,0,1,0,0
Rassf1,1542,343,104,48,182,40,104,50,57
Gm9917,5,3,0,1,0,0,0,3,1
Tusc2,345,64,21,5,37,19,23,20,21
Hyal2,225,22,5,1,11,4,8,8,5
Hyal1,92,5,2,1,6,3,4,2,2
Nat6,203,18,9,4,8,6,8,3,2
Hyal3,10,4,0,0,4,1,3,3,3
Ifrd2,224,54,14,3,25,8,9,3,7
Gm38150,4,1,0,1,0,0,0,0,0
Sema3b,1991,143,32,8,65,50,32,15,27
Gnai2,6932,1202,376,273,859,315,330,228,244
Slc38a3,0,0,0,0,0,0,0,0,0
Gnat1,2,0,1,0,0,0,0,0,0
Sema3f,245,20,12,6,15,8,22,4,7
Rbm5,1738,200,55,41,159,82,99,42,59
Gm37850,1,0,0,0,1,0,0,0,0
Rbm6,1236,112,33,17,89,33,33,32,32
Mon1a,193,28,8,3,19,4,8,5,5
Mst1r,212,19,12,0,11,8,2,3,7
Traip,32,2,0,1,0,4,2,0,0
Uba7,183,24,13,2,23,12,7,12,7
Gm20661,1,2,1,0,0,0,0,0,0
Fam212a,100,8,1,5,13,6,6,2,4
4921523L03Rik,1,1,0,0,0,0,0,0,0
Cdhr4,3,0,0,0,0,0,0,1,0
Ip6k1,1074,111,38,17,86,16,35,25,22
Gm38134,0,0,0,0,0,0,0,0,1
Gmppb,972,94,26,3,45,15,9,7,7
Rnf123,178,23,9,8,7,4,4,5,2
Amigo3,71,1,3,0,4,0,0,0,2
Apeh,418,46,15,1,19,7,14,9,6
Bsn,2,0,0,0,1,0,1,0,0
Dag1,3026,353,107,44,179,110,89,63,43
Nicn1,388,49,16,2,22,8,10,11,6
Amt,11,3,1,3,2,2,5,4,3
Tcta,334,25,8,1,11,3,6,4,6
Rhoa,11030,1628,569,181,869,339,344,246,301
Gm37401,6,0,0,0,0,1,0,0,1
Gpx1,8376,1264,528,70,584,175,203,115,203
Usp4,933,98,29,4,48,17,27,15,18
1700102P08Rik,9,5,4,0,1,2,1,2,4
Ccdc36,1,1,1,0,3,0,4,4,9
Klhdc8b,170,10,7,3,12,9,3,2,3
Ccdc71,239,22,5,1,8,6,4,2,5
Lamb2,2896,397,92,18,265,84,88,65,37
Usp19,759,126,34,20,108,34,37,25,33
Qars,1052,166,38,10,67,23,25,11,21
Qrich1,875,125,47,9,50,16,38,15,12
Impdh2,2232,460,122,40,214,65,75,52,68
Ndufaf3,406,56,17,5,37,14,22,7,11
4833445I07Rik,21,2,1,0,0,0,1,0,1
Dalrd3,263,57,13,7,47,20,23,11,12
Wdr6,279,21,4,8,28,7,4,6,4
P4htm,125,18,6,1,10,4,7,5,3
Arih2,656,106,26,9,52,22,21,13,10
Slc25a20,368,90,16,4,39,8,14,22,14
Prkar2a,829,124,44,11,47,24,18,12,12
Ip6k2,367,61,27,23,50,16,20,16,17
Nckipsd,121,8,5,2,11,3,2,2,4
Celsr3,8,1,0,0,0,0,0,0,0
Slc26a6,58,3,3,2,6,1,3,1,0
Uqcrc1,2381,278,86,49,156,43,51,44,41
Col7a1,686,16,2,25,59,59,46,5,18
Ucn2,28,1,1,2,4,7,0,1,2
Gm38004,1,0,0,1,0,0,0,0,0
Pfkfb4,223,31,9,8,19,3,9,6,3
Shisa5,4972,627,161,31,302,80,92,71,77
Atrip,152,26,8,5,20,8,10,8,7
Tma7,4181,743,197,89,428,151,132,108,103
Ccdc51,67,8,0,1,6,1,2,1,3
Gm7628,6,0,0,0,2,0,1,0,0
Plxnb1,42,1,1,0,1,1,0,0,5
Nme6,163,26,6,3,9,3,8,5,3
Camp,189,2,1,0,0,2,3,1,0
Cdc25a,221,21,2,1,10,5,11,5,8
Map4,1538,218,52,40,144,70,52,42,60
Dhx30,879,75,21,6,41,18,26,10,19
Smarcc1,947,100,39,18,70,28,27,23,20
Cspg5,31,13,1,3,6,7,4,8,2
Elp6,141,14,6,3,10,8,12,1,6
Scap,815,64,24,9,44,14,22,8,7
Ptpn23,401,84,21,6,52,16,23,6,8
Ngp,1,0,0,0,3,0,0,0,0
Klhl18,198,33,4,2,16,8,7,1,6
Kif9,17,2,1,2,2,0,0,0,0
Setd2,1207,190,57,24,116,45,49,32,30
Nradd,647,115,21,28,101,43,33,33,48
Nbeal2,22,2,0,0,6,0,0,0,0
Ccdc12,2447,295,92,46,222,84,84,40,70
Pth1r,2583,175,46,40,152,80,118,38,46
Myl3,9,2,1,0,0,0,0,0,0
Prss44,0,0,0,0,0,1,0,1,1
Prss46,1,0,0,0,1,0,0,0,0
Prss50,1,1,0,0,0,0,0,0,0
Tmie,2,0,0,0,0,0,0,0,2
Als2cl,14,4,0,0,1,2,0,0,1
Lrrc2,3,2,0,0,1,0,0,1,5
Rtp3,2,0,0,0,2,0,0,0,0
Ltf,0,0,0,0,1,0,0,0,0
Ccrl2,91,23,8,2,10,1,0,1,2
Lrrfip2,981,133,37,18,80,12,34,27,31
Mlh1,174,7,5,1,6,1,3,1,4
Epm2aip1,562,53,12,9,38,14,11,9,18
Trank1,6,0,0,0,0,1,0,0,0
Dclk3,3,0,0,0,0,0,0,0,1
Stac,4,0,0,2,1,0,3,3,0
Arpp21,0,0,0,1,1,1,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0,0
AU023762,0,1,0,0,1,0,0,0,0
Gm36745,0,1,0,0,2,0,0,0,0
Pdcd6ip,2298,333,94,21,161,50,62,44,40
Clasp2,592,125,49,15,78,15,25,18,25
Ubp1,954,133,43,18,76,28,30,21,31
Fbxl2,50,8,1,5,7,4,3,1,6
Gm47950,0,0,0,0,0,1,0,0,0
Susd5,2,0,0,0,0,1,1,1,1
Bcl2a1c,0,0,0,0,0,0,0,0,0
Crtap,2857,321,68,32,210,87,86,41,62
Glb1,966,105,33,8,51,23,26,11,12
Tmppe,2,1,0,0,1,0,0,1,1
Ccr4,0,0,0,0,0,0,0,0,0
Trim71,0,1,0,0,0,0,0,0,0
Cnot10,588,58,18,7,45,8,20,7,14
Dync1li1,897,155,48,14,67,14,26,20,17
Cmtm6,1112,100,33,10,59,18,27,18,16
Cmtm7,1282,152,44,23,114,44,64,31,28
Gm9888,18,1,0,0,0,0,0,0,0
Cmtm8,5,1,0,0,3,1,1,5,2
Gpd1l,367,36,20,2,15,4,12,1,6
Osbpl10,7,1,0,0,4,1,0,0,0
Rps27rt,1278,329,95,33,145,67,83,59,69
Stt3b,3216,428,117,30,181,55,87,51,62
Gadl1,1,0,0,0,0,0,0,1,0
Tgfbr2,13736,1442,591,31,701,158,168,149,201
Gm4668,0,0,0,0,0,0,0,0,0
Gm31410,3,1,0,0,1,0,0,0,0
D730003K21Rik,6,0,0,0,0,0,0,0,0
Rbms3,3918,481,190,32,206,108,106,74,66
Gm26614,1,0,0,0,2,0,2,0,0
Azi2,971,122,42,20,73,23,28,22,28
Cmc1,968,113,40,13,79,18,24,22,26
Gm17399,2,0,0,0,1,0,0,0,1
Eomes,0,0,0,1,0,0,0,1,0
Gm33460,0,0,0,0,0,0,0,0,0
Golga4,1620,172,51,22,87,28,47,20,33
Itga9,663,64,21,10,31,18,33,17,10
Gm2415,29,9,2,0,5,10,3,2,4
Ctdspl,642,71,14,18,59,53,32,35,34
Vill,16,5,1,0,8,1,4,2,0
Plcd1,393,43,10,5,21,6,10,4,4
Dlec1,2,1,1,0,1,0,1,0,0
Acaa1b,9,1,3,0,1,0,1,0,1
Gm47289,0,1,0,0,0,0,0,0,0
Slc22a13,0,6,0,0,1,0,0,0,0
Oxsr1,475,68,25,4,29,12,11,5,10
Myd88,827,288,104,15,203,46,90,39,31
Acaa1a,1216,223,77,32,121,56,57,34,36
Xylb,36,7,2,1,4,0,0,2,1
Acvr2b,83,8,6,3,11,4,5,4,3
Gm47320,1,0,0,1,0,0,0,0,0
Exog,78,3,0,1,2,1,4,1,1
Scn5a,0,0,0,0,0,0,0,0,0
Wdr48,413,46,17,7,37,7,16,12,15
Cx3cr1,127,10,65,0,17,0,0,2,4
Gorasp1,225,31,9,2,20,5,5,0,5
Ttc21a,1,7,0,0,5,0,1,0,0
Csrnp1,920,885,324,64,402,88,188,60,52
1700019L13Rik,47,27,3,2,7,1,1,1,2
Gm47043,1,0,0,0,0,0,0,0,0
Xirp1,0,0,0,0,0,0,0,0,0
Gm33858,0,0,0,0,0,0,0,0,0
Ccr8,0,0,0,0,0,0,0,0,0
Slc25a38,198,34,17,11,29,6,10,16,9
Rpsa,65487,11085,3341,1164,4975,1444,1690,1179,1566
Myrip,38,5,5,0,1,1,0,0,1
D830035M03Rik,12,2,1,0,0,0,1,0,0
Eif1b,1958,338,107,51,204,90,81,43,56
Entpd3,18,2,0,0,0,0,0,0,0
Rpl14,34276,5111,1617,320,1719,545,692,445,568
5830454E08Rik,14,2,0,0,1,0,1,2,4
Gm39459,20,26,16,1,7,1,4,11,21
Gm34425,1,0,0,0,0,0,0,0,0
Ctnnb1,4944,739,187,74,362,181,172,76,101
Ulk4,42,29,10,2,10,7,3,1,0
Trak1,498,59,22,8,50,22,14,11,12
Cck,135,4,1,2,5,9,82,2,2
Lyzl4,4,0,0,2,2,0,0,0,0
Vipr1,1,0,0,0,0,0,1,0,0
Sec22c,159,19,2,2,6,4,3,3,2
Ss18l2,606,88,21,12,46,12,13,13,14
Nktr,4736,753,178,80,359,124,134,68,81
E530011L22Rik,50,13,2,2,4,2,2,0,0
Zfp651,1212,146,36,24,88,33,55,16,27
Klhl40,6,11,7,2,8,1,5,2,1
Hhatl,1,0,0,0,0,0,0,1,0
Ccdc13,3,6,3,0,0,2,0,2,1
Gm17163,6,0,0,0,0,0,1,0,0
Higd1a,2739,410,119,88,281,72,72,62,72
Gm47112,0,0,0,0,0,0,0,0,0
Gm47113,3,1,0,0,0,0,0,0,0
Ackr2,136,14,6,1,6,1,2,5,5
Cyp8b1,0,0,0,0,0,0,0,0,0
1700048O20Rik,54,6,8,1,8,3,2,1,3
Fam198a,492,19,9,2,26,8,15,1,3
Pomgnt2,128,8,6,2,10,3,3,7,1
Gm47117,1,1,0,0,3,1,37,25,7
Snrk,1006,59,20,11,44,32,28,14,16
Ano10,525,60,11,5,42,9,16,7,13
Gm26797,29,3,0,0,0,1,1,0,2
Abhd5,1281,175,60,15,126,30,40,22,27
Gm47128,22,0,0,0,3,0,0,0,0
9530059O14Rik,34,0,0,0,5,1,0,0,1
Gm47136,7,1,0,0,0,0,0,0,0
Tcaim,113,10,4,1,5,7,0,2,0
Zfp445,949,50,16,4,52,20,25,23,20
Zkscan7,52,2,1,0,2,1,1,1,0
Zfp105,57,2,3,0,1,2,0,0,4
1110059G10Rik,542,65,17,4,32,12,14,12,8
Kif15,61,2,9,2,1,5,4,0,0
Gm9856,63,15,1,3,12,2,2,1,4
Tmem42,565,63,19,8,29,11,18,7,15
Tgm4,3,0,0,0,1,0,0,0,1
Zdhhc3,1301,135,54,15,80,30,32,16,28
Exosc7,588,53,22,3,26,6,19,10,16
Clec3b,16537,2822,929,54,2252,402,880,293,568
Cdcp1,0,0,0,0,0,1,0,0,0
Tmem158,745,55,35,39,230,48,35,101,38
Lars2,2507,655,187,122,647,323,286,164,296
Limd1,1353,192,43,13,89,42,44,28,17
Sacm1l,597,74,37,11,43,13,21,8,15
Slc6a20b,9,4,2,0,0,0,1,1,1
Slc6a20a,2,0,0,0,0,0,0,0,2
Ccr9,45,5,4,0,4,1,2,0,0
Lztfl1,971,152,42,20,83,33,34,26,37
Fyco1,595,43,12,4,19,6,14,8,13
Cxcr6,2,0,0,0,0,2,0,2,2
Xcr1,2,1,1,0,0,1,0,0,0
Ccr1,3,0,0,1,5,1,0,2,1
Ccr3,0,0,0,0,0,0,0,0,0
Ccr2,4,0,9,0,0,2,4,0,1
Ccr5,3,6,1,6,3,0,3,13,2
Gm39469,54,10,3,4,9,5,2,1,3
2010315B03Rik,174,9,7,1,7,3,4,2,6
Ppp2r3d,411,61,25,4,47,19,26,8,11
Sfi1,142,16,5,2,15,2,2,3,2
Drg1,1021,119,46,6,52,25,35,17,15
Eif4enif1,628,78,31,6,52,12,24,9,18
Patz1,205,17,6,4,6,6,3,4,5
